AV_exp,AV_work,CA_exp,CA_work,DP_exp,DP_work,DW_exp,DW_work,FP_exp,FP_work,FR_exp,FR_work,IC_exp,IC_work,IFf_exp,IFf_work,LD_exp,LD_work,OP_exp,OP_work,PG_exp,PG_work,RC_exp,RC_work,RS_exp,RS_work,SK_exp,SK_work,WC_exp,WC_work,WH_exp,WH_work,apr_PD_per_hh,apr_PD_per_hh_preyr,apr_lab,apr_lab_pre,april_delay,april_delay_amt,april_demand_reg,april_hh_P_emp,april_hh_P_emp_pre,april_lb,april_unemp,april_unemp_amt,april_unpaid_delay,april_unpaid_delay_amt,april_work_allot,aug_PD_per_hh,aug_PD_per_hh_preyr,aug_delay,aug_delay_amt,aug_demand_reg,aug_hh_P_emp,aug_hh_P_emp_pre,aug_lab,aug_lab_pre,aug_lb,aug_unemp,aug_unemp_amt,aug_unpaid_delay,aug_unpaid_delay_amt,aug_work_allot,block_code,code,dec_PD_per_hh,dec_PD_per_hh_preyr,dec_delay,dec_delay_amt,dec_demand_reg,dec_hh_P_emp,dec_hh_P_emp_pre,dec_lab,dec_lab_pre,dec_lb,dec_unemp,dec_unemp_amt,dec_unpaid_delay,dec_unpaid_delay_amt,dec_work_allot,district_code,feb_PD_per_hh,feb_PD_per_hh_preyr,feb_delay,feb_delay_amt,feb_demand_reg,feb_hh_P_emp,feb_hh_P_emp_pre,feb_lab,feb_lab_pre,feb_lb,feb_unemp,feb_unemp_amt,feb_unpaid_delay,feb_unpaid_delay_amt,feb_work_allot,jan_PD_per_hh,jan_PD_per_hh_preyr,jan_delay,jan_delay_amt,jan_demand_reg,jan_hh_P_emp,jan_hh_P_emp_pre,jan_lab,jan_lab_pre,jan_lb,jan_unemp,jan_unemp_amt,jan_unpaid_delay,jan_unpaid_delay_amt,jan_work_allot,jul_PD_per_hh,jul_PD_per_hh_preyr,jul_lab,jul_lab_pre,july_delay,july_delay_amt,july_demand_reg,july_hh_P_emp,july_hh_P_emp_pre,july_lb,july_unemp,july_unemp_amt,july_unpaid_delay,july_unpaid_delay_amt,july_work_allot,jun_PD_per_hh,jun_PD_per_hh_preyr,jun_lab,jun_lab_pre,june_delay,june_delay_amt,june_demand_reg,june_hh_P_emp,june_hh_P_emp_pre,june_lb,june_unemp,june_unemp_amt,june_unpaid_delay,june_unpaid_delay_amt,june_work_allot,mar_PD_per_hh,mar_PD_per_hh_preyr,mar_lab,mar_lab_pre,march_delay,march_delay_amt,march_demand_reg,march_hh_P_emp,march_hh_P_emp_pre,march_lb,march_unemp,march_unemp_amt,march_unpaid_delay,march_unpaid_delay_amt,march_work_allot,may_PD_per_hh,may_PD_per_hh_preyr,may_delay,may_delay_amt,may_demand_reg,may_hh_P_emp,may_hh_P_emp_pre,may_lab,may_lab_pre,may_lb,may_unemp,may_unemp_amt,may_unpaid_delay,may_unpaid_delay_amt,may_work_allot,nov_PD_per_hh,nov_PD_per_hh_preyr,nov_delay,nov_delay_amt,nov_demand_reg,nov_hh_P_emp,nov_hh_P_emp_pre,nov_lab,nov_lab_pre,nov_lb,nov_unemp,nov_unemp_amt,nov_unpaid_delay,nov_unpaid_delay_amt,nov_work_allot,oct_PD_per_hh,oct_PD_per_hh_preyr,oct_delay,oct_delay_amt,oct_demand_reg,oct_hh_P_emp,oct_hh_P_emp_pre,oct_lab,oct_lab_pre,oct_lb,oct_unemp,oct_unemp_amt,oct_unpaid_delay,oct_unpaid_delay_amt,oct_work_allot,sep_PD_per_hh,sep_PD_per_hh_preyr,sep_delay,sep_delay_amt,sep_demand_reg,sep_hh_P_emp,sep_hh_P_emp_pre,sep_lab,sep_lab_pre,sep_lb,sep_unemp,sep_unemp_amt,sep_unpaid_delay,sep_unpaid_delay_amt,sep_work_allot,state_code,timestamp,year
0.0,0,0.0,0,2.32,21,0.0,0,43.62,17,0.0,0,220.51,59,202.75,1089,64.8,45,0.0,1,0,0,1659.26,679,0.13,20,37.6,27,554.18,259,32.67,23,15,17,32.23,188.15,0,0,17961,15802,16578,177858,98,7154.0,0,0,250945,10,7,0,0,108,103,463,1.25,7.46,663310,6,438.0,6,16644,1032,3304005,3304005,11,6,0,0,12583,11223,1543,39.27,16.98,1305810,36,2628.0,53,171578.8,131461,3304,12,12,3933623,1457062,16274,14728,9658,98.86,53.97,1637089,198,14454.0,43,216956.0,181154,15,10,3249882,1240957,18402,16975,6912,183.17,26.5,1490058,1926,140598.0,59,278276.0,268128,9,6,389.76,23.79,0,0,2094,1965,3124,557432,12,876.0,17,79278.0,17818,14,13,983.28,423.79,0,0,24973,23657,18862,445399,239,17447.0,37,148292.0,331637,10,10,70.44,324.08,2337357,737432,12006,10820,8661,1796112,108,7884.0,56,251996.0,114617,20,24,0,0,24266,22726,26757,111.08,791.6,343638,96,7008.0,38,272122.0,475149,8,7,0,0,452,390,414,6.04,55.76,1174897,0,0.0,8,12264.0,3294,10,7,0,0,774,729,1932,10.5,113.71,931966,114,8322.0,6,32412.0,7360,7,6,0,0,765,686,531,1.78,0.06,788835,0,0.0,0,0.0,4857,33,2014-12-23 16:58:50,2013-2014
30.18,20,0.0,0,11.87,40,0.0,0,0.0,1,0.0,0,280.49,106,156.03,911,127.04,81,0.0,2,0,0,1433.62,600,3.14,237,102.3,32,397.41,171,554.98,263,15,19,149.64,313.13,0,0,11727,10267,19305,184032,575,41975.0,0,0,163077,11,10,0,0,2319,2019,775,30.55,24.28,688537,1129,82417.0,5,23652,23420,3304006,3304006,9,8,0,0,9234,7462,2330,10.42,15.89,1347658,404,29492.0,21,133736.0,71582,3304,11,10,972503,350728,14850,13383,8863,145.99,100.16,1697832,312,22776.0,9,33726.0,159994,13,10,909733,347482,15306,13760,5253,104.42,63.06,1527611,492,35916.0,19,73730.0,184102,12,9,216.95,64.83,0,0,9863,9039,4297,581263,57,4161.0,0,0.0,111273,17,16,742.18,633.69,0,0,25605,24213,22023,458247,492,35916.0,0,0.0,415661,15,15,309.4,393.99,925504,347629,17547,15224,17232,1861251,1149,83877.0,3,21900.0,236433,19,23,0,0,27464,24933,28641,586.8,861.78,329892,377,27521.0,0,0.0,489899,8,10,0,0,417,372,566,8.51,15.17,1124672,0,0.0,0,0.0,3203,11,8,0,0,894,853,1450,9.47,21.04,973604,30,2190.0,0,0.0,9728,9,10,0,0,1398,1287,682,8.92,15.07,816712,0,0.0,2,8906.0,11954,33,2014-12-23 16:58:51,2013-2014
13.94,22,0.0,0,10.31,20,1.5,82,15.46,5,0.0,0,87.46,14,286.57,2648,80.92,35,0.76,2,0,0,893.63,428,0.0,0,34.58,17,7.86,39,719.85,289,14,13,31.03,37.86,0,0,11202,10348,5607,118165,0,0.0,0,0,150667,6,8,0,0,284,279,351,27.14,3.73,440678,18,1314.0,0,0,1912,3304007,3304007,15,12,0,0,12898,12252,4336,40.0,22.56,862214,150,10950.0,0,0.0,192628,3304,15,13,992341,368826,12992,12303,10270,359.02,141.9,1086251,30,2190.0,46,314776.0,193056,16,13,355075,137941,13842,13432,7631,259.43,106.67,988745,275,20075.0,8,66576.0,227400,7,7,161.55,38.43,0,0,1200,1178,1511,371229,0,0.0,0,0.0,8823,13,12,346.3,362.15,0,0,13150,12579,12568,298892,12,876.0,0,0.0,170757,14,16,186.34,406.66,492859,191090,11192,10744,13200,1190858,6,438.0,42,301928.0,155377,17,18,0,0,12442,11746,13492,209.01,196.32,211238,0,0.0,0,0.0,201232,9,5,0,0,670,641,671,10.81,9.95,718329,0,0.0,0,0.0,5976,9,8,0,0,1926,1784,1683,26.07,16.25,623300,0,0.0,0,0.0,17555,8,8,0,0,919,875,603,8.37,9.03,523458,6,438.0,0,0.0,7605,33,2014-12-23 16:58:52,2013-2014
0.0,0,0.0,0,7.31,8,0.0,0,11.75,27,0.0,0,12.53,6,496.99,2643,29.59,48,0.0,48,0,0,307.49,211,0.0,0,24.95,19,7.77,25,230.22,166,14,14,0.0,30.5,0,0,8044,7216,4245,95900,941,68693.0,0,0,103141,15,8,0,0,73,68,154,61.35,2.6,320913,0,0.0,0,0,1033,3304008,3304008,17,10,0,0,9458,8526,1411,54.34,22.72,629838,189,13797.0,22,77088.0,153199,3304,17,17,1703945,641291,8627,8398,10386,163.48,125.52,778597,404,29492.0,127,798328.0,143213,19,15,1724624,650422,10961,10648,4808,40.13,35.79,722760,350,25550.0,69,348064.0,205120,6,9,234.54,30.76,0,0,318,305,786,303821,0,0.0,0,0.0,2063,13,14,213.04,217.38,0,0,8924,8773,6067,214719,330,24090.0,0,0.0,117647,12,18,170.73,482.21,761511,292315,6060,5803,11780,869559,387,28251.0,12,41026.0,75079,16,19,0,0,10972,9719,9175,45.98,154.51,152688,0,0.0,0,0.0,164911,15,7,0,0,76,59,540,2.34,0.0,611010,0,0.0,0,0.0,898,10,5,0,0,648,577,1104,1.23,0.0,456287,7,511.0,0,0.0,6164,7,9,0,0,187,172,133,9.95,0.33,382802,0,0.0,0,0.0,1327,33,2014-12-23 16:58:53,2013-2014
0.08,1,0.0,0,15.94,21,0.0,0,139.37,51,16.8,3,2.98,3,396.8,2736,21.91,10,0.0,0,0,0,526.97,157,0.0,0,18.86,8,368.67,640,323.39,126,18,14,110.64,101.12,0,0,11240,10139,6882,93502,0,0.0,5,33580,184891,8,11,0,0,169,121,113,0.16,0.83,355463,0,0.0,0,0,980,3304009,3304009,16,14,0,0,10661,9939,6506,94.44,4.97,703736,0,0.0,220,1184790.0,167498,3304,16,15,571743,222979,10815,10154,10142,233.66,0.51,1048191,0,0.0,41,239294.0,170470,18,16,509519,188464,13367,12794,9579,267.5,0.0,802251,0,0.0,84,563268.0,239165,9,5,7.06,8.15,0,0,186,130,216,299220,0,0.0,0,0.0,1207,13,14,350.8,442.65,0,0,11222,10198,10323,238743,0,0.0,3,19272.0,134926,10,16,152.43,803.72,223569,83552,5177,4700,11615,956759,0,0.0,21,134758.0,51247,21,18,0,0,12744,11930,12060,366.53,130.01,169768,0,0.0,0,0.0,251421,8,7,0,0,737,694,240,4.04,0.0,680545,0,0.0,1,7592.0,5629,10,6,0,0,1027,873,129,16.92,0.93,500124,0,0.0,0,0.0,9419,11,7,0,0,626,561,199,4.62,1.13,424420,0,0.0,2,292.0,6493,33,2014-12-23 16:58:55,2013-2014
0.73,7,0.0,0,6.94,22,0.0,0,5.48,5,0.0,0,107.23,28,3.88,47,129.49,707,1.15,13,0,0,1444.92,746,0.22,10,0.14,12,110.84,87,162.84,107,17,14,170.45,177.46,0,0,11348,9374,4327,129529,3390,247470.0,1,0,166610,7,5,0,0,208,183,374,15.8,6.15,292437,12,876.0,0,0,1417,3305001,3305001,18,16,0,0,13185,10532,8979,89.9,124.72,459236,636,46428.0,106,451202.0,199701,3305,15,13,605691,224184,11926,9448,9788,159.12,131.62,633005,630,45990.0,148,679630.0,149898,17,15,673161,250891,13186,10995,7607,271.52,191.99,539125,1281,93513.0,117,530160.0,192514,8,7,22.01,23.97,0,0,950,625,609,277264,578,42194.0,0,0.0,5459,13,12,118.85,173.18,0,0,6932,5541,6679,254258,834,60882.0,14,55188.0,72924,13,17,234.56,374.54,415113,145443,7819,6022,11793,761852,2891,211043.0,75,427196.0,83039,15,17,0,0,7789,5812,7473,141.56,115.43,201752,1566,114318.0,5,26280.0,88641,15,11,0,0,4975,3772,2568,133.12,57.72,381092,838,61174.0,7,13140.0,57647,16,13,0,0,6966,6064,4108,101.59,39.87,334987,625,45625.0,12,35186.0,100141,9,9,0,0,4044,2273,443,9.53,5.93,306648,63,4599.0,0,0.0,20695,33,2014-12-23 16:58:56,2013-2014
0.21,7,0.0,0,24.72,31,0.0,0,0.07,1,0.0,0,20.53,5,3.99,97,37.14,248,0.0,4,0,0,941.78,493,0.93,44,2.26,7,86.45,96,85.08,74,14,14,70.08,80.39,0,0,6171,5152,3468,160711,96,7008.0,0,0,72707,8,8,0,0,531,333,239,3.66,1.8,214277,0,0.0,0,0,2890,3305002,3305002,16,15,0,0,6873,5867,5782,80.82,91.52,381681,10,730.0,0,0.0,96592,3305,15,14,231083,90396,7929,6360,6111,131.28,96.2,535701,66,4818.0,0,0.0,95806,15,14,60400,22449,8282,6702,5692,131.6,113.65,448644,289,21097.0,1,4380.0,100550,8,8,22.39,13.11,0,0,871,555,383,214277,0,0.0,0,0.0,4564,13,11,96.11,71.5,0,0,5726,4708,2853,214277,0,0.0,0,0.0,65688,9,15,111.3,169.84,90860,33572,4341,2827,6221,669624,554,40442.0,0,0.0,26546,14,15,0,0,4071,3417,4574,88.07,73.41,203884,0,0.0,0,0.0,50485,13,14,0,0,4848,3805,2153,123.49,45.93,267848,6,438.0,0,0.0,50796,16,14,0,0,5391,4635,1914,49.27,19.69,227673,52,3796.0,0,0.0,74994,9,9,0,0,1460,1114,291,5.86,3.12,214277,18,1314.0,0,0.0,10076,33,2014-12-23 16:58:57,2013-2014
0.55,6,0.0,0,39.5,259,0.0,0,0.0,1,0.0,0,0.0,0,0.37,13,40.94,353,1.89,48,0,0,882.73,511,0.0,0,7.43,8,65.52,67,90.12,57,18,10,93.37,20.55,0,0,5724,4766,3210,62765,0,0.0,0,0,86230,8,4,0,0,262,214,132,1.46,0.56,191721,0,0.0,0,0,1869,3305003,3305003,17,17,0,0,6872,5763,6878,49.78,87.33,361762,0,0.0,0,0.0,101418,3305,13,15,374637,135601,6512,5041,6453,81.59,116.06,494296,125,9125.0,1,876.0,68783,14,14,200799,72341,6457,5071,6394,166.65,159.45,424827,18,1314.0,5,20440.0,72403,8,8,11.49,8.42,0,0,826,594,358,178406,0,0.0,6,30806.0,4846,11,9,53.44,63.8,0,0,3161,2195,2982,170153,0,0.0,0,0.0,25729,11,12,48.97,135.92,230251,83397,4476,3236,5451,589374,45,3285.0,2,4818.0,36358,14,13,0,0,3880,2612,4732,76.88,74.49,131431,0,0.0,0,0.0,38255,14,12,0,0,4819,3474,2890,127.29,69.64,294993,0,0.0,0,0.0,51182,17,16,0,0,7063,5776,4515,126.99,61.52,249424,8,584.0,10,48140.0,103505,11,9,0,0,4092,3660,150,6.41,1.71,202274,0,0.0,0,0.0,43813,33,2014-12-23 16:58:58,2013-2014
0.23,1,0.0,0,12.91,26,0.0,0,0.44,1,0.0,0,0.0,0,0.0,0,69.8,394,2.4,25,0,0,1202.87,661,0.0,13,2.19,6,105.61,111,24.67,51,17,9,127.8,28.92,0,0,7758,6143,3317,108282,0,0.0,0,0,105148,8,8,0,0,414,331,332,0.43,2.25,284876,0,0.0,0,0,2670,3305005,3305005,22,16,0,0,10874,9434,6611,240.6,123.77,453826,0,0.0,0,0.0,215653,3305,13,14,72610,25058,6620,5191,6722,114.87,97.12,629501,0,0.0,0,0.0,69345,17,15,201185,72707,9712,8478,5968,222.14,129.85,532566,0,0.0,48,200458.0,146371,6,7,4.55,6.0,0,0,686,530,147,265212,0,0.0,0,0.0,3507,12,11,90.98,80.69,0,0,5627,4056,4112,250426,0,0.0,0,0.0,51442,9,17,120.67,231.08,5636,1607,2506,1838,7879,749219,0,0.0,0,0.0,17109,13,14,0,0,6412,4342,4766,79.54,75.69,187059,0,0.0,0,0.0,60042,15,12,0,0,7134,5093,2303,97.51,40.57,394753,0,0.0,0,0.0,79998,9,11,0,0,3167,2298,1798,5.88,18.66,335083,0,0.0,0,0.0,22945,9,8,0,0,333,260,484,1.97,5.61,292713,0,0.0,0,0.0,2510,33,2014-12-23 16:58:59,2013-2014
0.72,6,0.0,0,20.91,31,3.04,6,0.2,1,0.0,0,0.97,5,0.0,0,91.0,692,29.24,408,0,0,440.83,284,0.0,1,0.11,1,57.83,159,10.42,29,14,16,21.89,90.32,0,0,3704,3074,5066,61695,0,0.0,0,0,44366,9,8,0,0,859,638,642,0.04,1.65,187715,0,0.0,0,0,6044,3305006,3305006,15,16,0,0,4321,3487,4652,97.04,46.81,354211,0,0.0,0,0.0,54387,3305,14,12,293799,119650,5489,4706,4269,16.75,96.65,484866,6,438.0,3,17374.0,69017,16,15,314301,127596,5157,4521,4767,56.92,113.27,415670,0,0.0,7,42048.0,74558,8,8,4.83,53.48,0,0,246,187,192,175183,0,0.0,0,0.0,1663,10,13,85.4,104.4,0,0,3138,2389,3939,166603,6,438.0,0,0.0,24941,16,13,163.45,113.81,472540,184822,6278,5640,4851,587082,11,803.0,0,0.0,94632,15,16,0,0,3545,2801,4715,49.93,72.91,128693,6,438.0,0,0.0,42592,12,10,0,0,2378,1853,2200,19.09,32.02,290834,0,0.0,0,0.0,24040,11,11,0,0,2449,1731,1449,3.95,9.9,244221,0,0.0,0,0.0,19141,10,9,0,0,682,501,682,4.14,11.15,198056,0,0.0,0,0.0,5505,33,2014-12-23 16:59:05,2013-2014
0.0,1,0.0,0,41.9,31,0.59,1,0.78,1,0.0,0,0.0,0,0.17,5,46.09,269,3.92,8,0,0,621.69,270,0.0,0,0.0,1,77.84,75,28.1,22,15,11,46.94,80.02,0,0,3423,3208,2389,171024,0,0.0,0,0,50604,11,7,0,0,745,701,1082,0.55,1.28,236439,19,1387.0,0,0,7826,3305007,3305007,15,15,0,0,4586,4264,2490,13.44,43.12,308211,0,0.0,0,0.0,64953,3305,15,15,206395,79315,4531,4278,3992,55.05,74.59,360834,18,1314.0,0,0.0,65675,17,15,389320,146188,4537,4334,3921,24.59,74.88,333545,23,1679.0,0,0.0,77374,11,6,9.18,5.44,0,0,1015,944,334,236439,18,1314.0,0,0.0,10650,12,12,71.61,82.84,0,0,3102,2852,3283,236439,90,6570.0,0,0.0,34863,14,15,283.85,103.16,218393,81861,4012,3759,3661,405310,102,7446.0,0,0.0,52769,16,17,0,0,3652,3320,4325,83.6,71.6,211106,0,0.0,0,0.0,55547,12,10,0,0,1131,1077,2381,28.08,39.21,265991,18,1314.0,0,0.0,13567,16,11,0,0,1319,1275,1983,26.23,23.4,247881,0,0.0,0,0.0,20721,8,8,0,0,828,810,1510,4.07,24.78,236439,0,0.0,0,0.0,7249,33,2014-12-23 16:59:06,2013-2014
1.21,1,0.0,0,47.62,33,0.0,0,0.0,0,0.0,0,8.23,20,0.0,1,67.87,380,2.5,25,0,0,561.91,240,0.3,10,1.06,3,90.57,51,21.22,13,17,12,68.78,117.26,0,0,4694,3781,1536,22142,164,11972.0,0,0,67512,14,9,0,0,491,242,404,0.83,11.2,67632,6,438.0,0,0,3434,3305008,3305008,20,17,0,0,4535,3717,2717,35.68,21.85,127612,0,0.0,5,12702.0,78037,3305,15,16,216616,86910,5091,4318,3380,88.54,61.48,174682,6,438.0,13,48910.0,67446,20,19,132776,51328,5680,4912,3487,193.9,102.2,149754,0,0.0,27,164688.0,102172,9,15,2.0,13.46,0,0,231,253,343,62933,0,0.0,0,0.0,2339,11,12,78.96,25.98,0,0,3492,2722,1632,60022,468,34164.0,0,0.0,29956,14,16,99.95,109.66,84519,31031,4963,3853,3591,207605,1962,143226.0,8,36465.0,55383,14,14,0,0,4175,3447,1751,79.06,23.79,46363,24,1752.0,0,0.0,50806,10,10,0,0,1157,696,864,2.87,12.34,104764,0,0.0,0,0.0,7359,9,13,0,0,800,502,759,0.87,11.47,88036,0,0.0,0,0.0,4894,8,8,0,0,397,171,304,1.05,5.46,71353,0,0.0,0,0.0,1533,33,2014-12-23 16:59:07,2013-2014
2.13,11,0.0,0,84.08,680,0.04,1,0.0,36,0.0,0,64.81,133,90.86,684,77.58,140,0.0,0,0,0,450.1,379,18.98,1183,6.44,20,57.71,147,6.46,74,16,12,6.15,46.84,0,0,6272,5332,2745,77174,159,11607.0,0,0,89736,8,11,0,0,834,702,592,2.93,3.35,308668,3,219.0,1,1752,5952,3306001,3306001,14,14,0,0,4388,3670,3578,55.23,51.5,463999,24,1752.0,27,145854.0,52871,3306,15,15,1377343,558347,8116,7134,6381,29.4,88.33,666259,58,4234.0,100,486180.0,112150,16,16,995125,405234,6676,5917,5837,75.72,120.15,564723,6,438.0,53,229804.0,95114,9,11,32.59,12.37,0,0,1105,782,680,270084,78,5694.0,5,33288.0,7078,13,11,60.68,81.39,0,0,3919,3272,3801,229164,12,876.0,8,51392.0,42603,12,14,73.94,200.21,739929,284833,6726,5632,5976,756260,174,12702.0,79,327040.0,73050,13,15,0,0,4219,3526,4282,157.02,66.72,154332,11,803.0,11,68620.0,46843,10,12,0,0,2623,2181,2029,27.11,55.23,409473,12,876.0,0,0.0,23666,15,14,0,0,4055,3619,2440,58.35,20.34,347901,108,7884.0,0,0.0,55284,11,13,0,0,2000,1783,847,7.37,10.92,324104,6,438.0,2,5694.0,19704,33,2014-12-23 16:59:08,2013-2014
0.0,2,0.0,0,68.64,262,0.0,0,5.39,31,0.0,0,0.0,16,35.84,278,60.69,75,0.0,1,0,0,873.85,323,0.0,0,2.39,10,167.43,259,0.0,21,14,10,8.42,28.03,0,0,3541,2879,1360,45202,526,38398.0,0,0,41107,10,8,0,0,2166,1658,172,3.51,1.06,180813,287,20951.0,2,9198,16706,3306002,3306002,15,14,0,0,5599,5079,3439,58.94,49.76,271216,12,876.0,1,876.0,78520,3306,17,17,1091367,445999,6591,5960,5496,101.9,122.51,388747,84,6132.0,9,50224.0,103066,17,18,674488,265968,6842,6406,5159,253.68,120.7,329982,6,438.0,3,5402.0,114449,8,9,4.66,5.66,0,0,946,624,276,158211,306,22338.0,0,0.0,5588,17,12,177.94,49.95,0,0,5345,4473,2101,135611,174,12702.0,0,0.0,76222,9,14,89.33,112.03,423455,169462,4175,3220,4267,474713,23,1679.0,2,3504.0,30726,13,14,0,0,2310,1825,2440,5.46,34.0,90405,336,24528.0,0,0.0,24083,13,13,0,0,4451,3872,2657,78.68,46.75,239575,54,3942.0,9,68766.0,53451,16,13,0,0,6185,5552,2665,60.38,36.97,203413,168,12264.0,7,44676.0,92471,14,9,0,0,4887,4415,459,22.95,5.8,189853,18,1314.0,7,30806.0,63861,33,2014-12-23 16:59:10,2013-2014
1.83,12,0.0,0,49.69,435,0.0,0,0.24,49,0.0,1,1.78,36,18.01,171,199.47,1020,0.0,4,0,0,1090.31,582,0.0,46,5.4,17,419.15,523,0.24,23,14,12,64.16,63.13,0,0,9311,8106,4660,89292,202,14746.0,16,89060,121249,9,9,0,0,1402,1234,515,21.56,6.14,356775,494,36062.0,4,17520,12005,3306003,3306003,17,12,0,0,10508,9396,4346,20.18,113.77,542563,24,1752.0,1,3504.0,163785,3306,17,15,3028464,1238852,12874,11463,9831,318.06,205.31,767926,413,30149.0,7,34164.0,195913,20,16,2069946,826394,13581,12462,9829,210.96,208.89,651839,165,12045.0,3,11388.0,259893,8,14,15.94,66.47,0,0,1069,827,2361,313111,133,9709.0,4,15476.0,7338,15,15,187.41,226.39,0,0,9110,7856,8333,271883,250,18250.0,15,71394.0,120933,13,15,215.04,237.44,1275161,516228,9144,7211,9120,869951,1010,73730.0,4,26134.0,100491,15,19,0,0,8477,7141,10141,55.27,209.14,182966,2574,187902.0,2,15038.0,113882,12,14,0,0,6586,5831,5366,225.53,68.42,473254,186,13578.0,28,194180.0,72591,16,13,0,0,9241,8135,3907,119.95,24.81,401820,418,30514.0,73,505598.0,132506,13,8,0,0,6306,5713,935,14.56,8.34,375028,163,11899.0,24,150672.0,77067,33,2014-12-23 16:59:11,2013-2014
0.0,1,0.0,0,39.92,347,0.0,0,7.96,22,0.0,0,1.44,18,102.02,275,141.05,385,11.94,58,0,0,824.95,333,0.0,13,3.93,13,208.37,177,0.0,6,15,11,10.53,21.8,0,0,4458,3928,1682,166029,40,2920.0,0,0,60782,10,9,0,0,656,529,309,1.29,1.07,403771,54,3942.0,0,0,5781,3306004,3306004,17,14,0,0,7811,7028,4829,117.65,75.57,554598,24,1752.0,1,3504.0,125989,3306,17,17,762918,300502,8790,7468,8494,230.31,200.94,687626,231,16863.0,6,31974.0,128227,18,18,519545,194329,9448,8540,7801,279.15,173.57,623707,323,23579.0,3,7300.0,160334,6,7,23.57,7.53,0,0,646,504,384,363267,114,8322.0,2,1168.0,3467,16,12,219.46,70.82,0,0,6023,5017,3325,330057,210,15330.0,0,0.0,80940,14,16,89.72,208.98,340855,127783,7373,5751,6821,802820,309,22557.0,20,117530.0,84193,14,15,0,0,3606,3165,4183,8.32,75.11,249045,18,1314.0,0,0.0,47028,15,15,0,0,5022,4441,3182,25.84,62.17,488773,178,12994.0,9,78840.0,68749,17,12,0,0,6822,6015,2637,60.93,20.32,453780,692,50516.0,2,6424.0,103446,14,11,0,0,3819,3448,754,20.93,8.69,428673,53,3869.0,1,876.0,48386,33,2014-12-23 16:59:12,2013-2014
0.76,7,0.0,0,116.03,570,0.0,0,1.43,79,3.3,1,10.99,63,16.86,553,28.44,196,0.02,1,0,0,553.96,463,0.0,12,6.58,11,653.99,482,145.01,144,11,8,6.13,34.2,0,0,6294,4148,1020,84885,90,6570.0,27,129216,47753,7,7,0,0,3950,3011,384,0.41,4.62,297313,24,1752.0,2,1898,21330,3306005,3306005,17,14,0,0,13630,11963,8152,54.0,115.3,437697,323,23579.0,51,346750.0,208857,3306,13,15,1596300,614894,10668,8787,10517,256.67,138.67,604788,638,46574.0,75,318426.0,115963,16,14,1041848,389390,13171,11507,9107,450.17,190.39,539995,396,28908.0,45,250828.0,188392,5,8,42.16,18.84,0,0,1847,1047,1467,260602,288,21024.0,7,30514.0,5844,13,11,142.01,81.22,0,0,9017,7179,4283,225014,511,37303.0,158,1266112.0,97863,12,13,39.07,286.85,1754909,641098,9896,6914,9654,796427,844,61612.0,50,207174.0,83446,9,9,0,0,4788,3039,3637,18.53,31.83,156628,90,6570.0,23,169068.0,29977,12,9,0,0,9161,6452,3815,260.42,56.84,395863,354,25842.0,57,353612.0,80268,12,13,0,0,11604,9968,4559,9.7,60.28,342317,798,58254.0,74,540054.0,123920,12,8,0,0,10985,9458,1010,2.92,6.21,310854,624,45552.0,13,29492.0,118450,33,2014-12-23 16:59:13,2013-2014
0.0,0,0.0,0,46.54,70,0.0,0,5.82,6,0.0,0,98.29,77,71.07,474,154.93,3755,11.35,126,0,0,996.37,739,0.0,2,0.53,5,362.55,818,20.32,41,8,16,405.85,83.09,0,0,663,414,8360,416878,16,1168.0,0,0,3495,10,8,0,0,3780,3379,100,217.51,0.9,721766,750,54750.0,0,0,36101,3307009,3307009,15,16,0,0,13937,11459,11586,87.5,168.27,821452,120,8760.0,8,58254.0,176264,3307,21,19,7479295,3080877,22829,20997,21769,38.13,518.44,1497840,5995,437635.0,179,1611238.0,447744,19,18,4764874,1926556,20758,18948,20626,211.5,401.89,1271377,176,12848.0,162,1425674.0,372990,12,8,150.49,72.28,0,0,8794,8015,539,700983,563,41099.0,0,0.0,101607,13,13,70.02,224.65,0,0,9250,8362,8270,687078,756,55188.0,0,0.0,116350,20,18,46.68,707.89,5759696,2345767,20201,18341,19174,1683229,7066,515818.0,168,1294436.0,370999,11,17,0,0,6181,5765,10171,115.84,172.71,521725,162,11826.0,0,0.0,65264,11,10,0,0,3191,2453,2738,43.89,26.36,743877,186,13578.0,0,0.0,29357,11,15,0,0,2143,1832,661,27.96,10.44,738921,42,3066.0,0,0.0,21615,10,12,0,0,1664,1516,388,21.46,6.13,728379,150,10950.0,0,0.0,15519,33,2014-12-23 16:59:15,2013-2014
